n,m,density,weight_min,weight_max,cycle_val,greedy_val,UB_val,cycle_time,greedy_time,greedy_better
20,47,0.25,10,50,9.0,77.0,246.000002,0.0007133,0.0019923,True
20,47,0.25,10,50,34.0,60.0,260.000003,0.001055,0.0027897,True
20,47,0.25,10,50,18.0,66.0,284.0,0.000598,0.0016606,True
20,47,0.25,10,50,77.0,73.0,273.0,0.000868,0.0024132,False
20,47,0.25,10,50,8.0,64.0,286.000002,0.0006194,0.0014182,True
20,47,0.25,10,50,83.0,98.0,315.0,0.0006727,0.0014961,True
20,47,0.25,10,50,9.0,57.0,225.000001,0.0006284,0.0016165,True
20,47,0.25,10,50,7.0,69.0,217.000001,0.0006375,0.001555,True
20,47,0.25,10,50,19.0,74.0,247.0,0.0006064,0.0014693,True
20,57,0.3,1,5,10.0,4.0,36.000008,0.0009469,0.0014279,False
20,57,0.3,1,5,6.0,15.0,41.000003,0.0006534,0.0013889,True
20,57,0.3,1,5,5.0,11.0,41.000004,0.0006653,0.0015651,True
20,57,0.3,1,5,4.0,7.0,37.000001,0.0008061,0.0014628,True
20,57,0.3,1,5,7.0,7.0,38.000008,0.0007078,0.0014306,False
20,57,0.3,1,5,4.0,9.0,39.000003,0.0006396,0.0014158,True
20,57,0.3,1,5,3.0,6.0,39.000003,0.0009741,0.0025732,True
20,57,0.3,1,5,7.0,12.0,38.000001,0.001343,0.0026201,True
20,57,0.3,1,5,2.0,5.0,35.000004,0.000817,0.0022275,True
20,57,0.3,1,5,6.0,5.0,34.0,0.0023072,0.0025074,False
20,57,0.3,1,5,7.0,4.0,34.000001,0.0009285,0.0012748,False
20,57,0.3,1,5,7.0,9.0,46.000003,0.0010129,0.0022221,True
20,57,0.3,1,5,8.0,7.0,36.000005,0.0011577,0.002281,False
20,57,0.3,1,5,12.0,5.0,33.000003,0.0006366,0.0019153,False
20,57,0.3,1,5,9.0,8.0,41.0,0.0009734,0.0025728,False
20,57,0.3,5,10,19.0,22.0,97.0,0.000719,0.0012786,True
20,57,0.3,5,10,10.0,26.0,93.000003,0.0010528,0.001948,True
20,57,0.3,5,10,11.0,23.0,92.000006,0.0010256,0.002417,True
20,57,0.3,5,10,11.0,16.0,86.000005,0.0010775,0.0028511,True
20,57,0.3,5,10,22.0,21.0,91.000002,0.00111,0.0023946,False
20,57,0.3,5,10,10.0,28.0,93.000002,0.0008022,0.001977,True
20,57,0.3,5,10,16.0,25.0,91.0,0.0010842,0.0026125,True
20,57,0.3,5,10,7.0,15.0,91.000001,0.0007341,0.0017765,True
20,57,0.3,5,10,1.0,15.0,85.000002,0.0008241,0.0034093,True
20,57,0.3,5,10,12.0,17.0,89.0,0.0013058,0.0026186,True
20,57,0.3,5,10,9.0,15.0,90.0,0.0014545,0.002809,True
20,57,0.3,5,10,15.0,24.0,87.000005,0.0009249,0.0027346,True
20,57,0.3,5,10,26.0,18.0,88.0,0.0015177,0.0039608,False
20,57,0.3,5,10,18.0,28.0,98.000004,0.0012633,0.003538,True
20,57,0.3,5,10,28.0,22.0,88.0,0.0014859,0.0042173,False
20,57,0.3,10,50,38.0,84.0,382.0,0.0018431,0.0030636,True
20,57,0.3,10,50,42.0,71.0,359.000002,0.0012479,0.0026859,True
20,57,0.3,10,50,61.0,81.0,394.0,0.0018657,0.0046479,True
20,57,0.3,10,50,85.0,108.0,363.000003,0.0015216,0.0029488,True
20,57,0.3,10,50,47.0,80.0,383.000001,0.0012707,0.0036887,True
20,57,0.3,10,50,15.0,63.0,369.0,0.0010332,0.0030154,True
20,57,0.3,10,50,19.0,97.0,337.0,0.0009378,0.0023511,True
20,57,0.3,10,50,46.0,58.0,367.0,0.0019334,0.0051047,True
20,57,0.3,10,50,62.0,66.0,403.0,0.0015206,0.0037019,True
20,57,0.3,10,50,44.0,109.0,410.0,0.0015186,0.0039508,True
20,57,0.3,10,50,13.0,113.0,359.000001,0.0012154,0.0029821,True
20,57,0.3,10,50,28.0,86.0,313.0,0.001528,0.0029854,True
20,57,0.3,10,50,41.0,97.0,350.0,0.001306,0.0042453,True
20,57,0.3,10,50,31.0,92.0,372.0,0.0013376,0.0028317,True
20,57,0.3,10,50,47.0,59.0,361.0,0.0011655,0.0048917,True
20,76,0.4,1,5,8.0,12.0,69.0,0.0014388,0.0022147,True
20,76,0.4,1,5,9.0,14.0,66.000004,0.0017143,0.0035288,True
20,76,0.4,1,5,5.0,10.0,63.000006,0.0018006,0.0040088,True
20,76,0.4,1,5,10.0,14.0,68.000004,0.0012792,0.0032271,True
20,76,0.4,1,5,6.0,17.0,67.0,0.0014859,0.0036215,True
20,76,0.4,1,5,8.0,15.0,67.000002,0.0012599,0.0029466,True
20,76,0.4,1,5,8.0,9.0,70.00001,0.0020425,0.0067755,True
20,76,0.4,1,5,9.0,10.0,54.0,0.0017485,0.0043267,True
20,76,0.4,1,5,18.0,11.0,72.0,0.0010188,0.0032324,False
20,76,0.4,1,5,7.0,10.0,62.0,0.0012164,0.0034499,True
20,76,0.4,1,5,13.0,16.0,71.000004,0.0013845,0.002454,True
20,76,0.4,1,5,11.0,16.0,66.0,0.003239,0.0046524,True
20,76,0.4,1,5,9.0,11.0,58.000003,0.0014579,0.0036338,True
20,76,0.4,1,5,7.0,8.0,55.0,0.0023544,0.0028681,True
20,76,0.4,1,5,11.0,12.0,68.000003,0.001381,0.0032479,True
20,76,0.4,5,10,26.0,41.0,149.000001,0.0017159,0.0030474,True
20,76,0.4,5,10,35.0,31.0,152.000002,0.003226,0.0039302,False
20,76,0.4,5,10,18.0,35.0,141.0,0.0005549,0.001264,True
20,76,0.4,5,10,26.0,30.0,143.000007,0.0007887,0.0023007,True
20,76,0.4,5,10,25.0,36.0,163.000004,0.0007624,0.0018522,True
20,76,0.4,5,10,21.0,38.0,141.000006,0.0008585,0.0020128,True
20,76,0.4,5,10,33.0,41.0,164.0,0.0007842,0.0035562,True
20,76,0.4,5,10,22.0,32.0,156.000003,0.0007868,0.001849,True
20,76,0.4,5,10,20.0,51.0,159.0,0.0007487,0.0016601,True
20,76,0.4,5,10,27.0,35.0,138.000008,0.0010013,0.001895,True
20,76,0.4,5,10,27.0,29.0,154.000002,0.0006797,0.0017069,True
20,76,0.4,5,10,11.0,28.0,145.000004,0.0013998,0.0023757,True
20,76,0.4,5,10,25.0,29.0,150.0,0.0015204,0.0030333,True
20,76,0.4,5,10,13.0,39.0,154.0,0.0007707,0.0017233,True
20,76,0.4,5,10,14.0,27.0,145.0,0.0008447,0.0020442,True
20,76,0.4,10,50,82.0,110.0,631.0,0.0008745,0.0018114,True
20,76,0.4,10,50,102.0,69.0,635.0,0.0010005,0.0035909,False
20,76,0.4,10,50,98.0,108.0,605.0,0.000922,0.0021651,True
20,76,0.4,10,50,75.0,112.0,632.000004,0.001275,0.0023147,True
20,76,0.4,10,50,97.0,92.0,618.0,0.0009198,0.0023341,False
20,76,0.4,10,50,36.0,145.0,574.0,0.0008464,0.001942,True
20,76,0.4,10,50,70.0,120.0,661.0,0.0008873,0.0021755,True
20,76,0.4,10,50,103.0,57.0,654.0,0.0007238,0.001628,False
20,76,0.4,10,50,65.0,86.0,626.0,0.0008054,0.0035413,True
20,76,0.4,10,50,72.0,132.0,593.000002,0.0009907,0.0022948,True
20,76,0.4,10,50,75.0,133.0,617.000001,0.0012087,0.0028653,True
20,76,0.4,10,50,62.0,72.0,642.0,0.0010132,0.0030811,True
20,76,0.4,10,50,109.0,127.0,624.0,0.0010828,0.0021023,True
20,76,0.4,10,50,43.0,147.0,663.000006,0.0008091,0.0019252,True
20,76,0.4,10,50,85.0,96.0,601.000006,0.0009369,0.0022749,True
20,114,0.6,1,5,18.0,22.0,129.0,0.0011634,0.0024161,True
20,114,0.6,1,5,17.0,16.0,119.0,0.0007777,0.0018629,False
20,114,0.6,1,5,25.0,20.0,134.000002,0.0012317,0.0026933,False
20,114,0.6,1,5,9.0,13.0,121.000002,0.0011407,0.0027972,True
20,114,0.6,1,5,16.0,14.0,111.000002,0.000944,0.0020696,False
20,114,0.6,1,5,17.0,15.0,117.000009,0.0015148,0.005442,False
20,114,0.6,1,5,20.0,19.0,126.0,0.0010072,0.0020715,False
20,114,0.6,1,5,12.0,17.0,125.0,0.0007904,0.00189,True
20,114,0.6,1,5,9.0,17.0,127.000001,0.0008305,0.0018309,True
20,114,0.6,1,5,18.0,17.0,135.000003,0.0018964,0.0042076,False
20,114,0.6,1,5,13.0,17.0,118.0,0.0009399,0.0021524,True
20,114,0.6,1,5,12.0,13.0,116.000002,0.0010119,0.0021781,True
20,114,0.6,1,5,17.0,20.0,123.000004,0.001102,0.0029431,True
20,114,0.6,1,5,15.0,19.0,131.0,0.000965,0.0046421,True
20,114,0.6,1,5,10.0,23.0,122.000011,0.0008232,0.0021372,True
20,114,0.6,5,10,43.0,41.0,283.0,0.0010779,0.0022959,False
20,114,0.6,5,10,35.0,46.0,277.0,0.0011259,0.0024527,True
20,114,0.6,5,10,30.0,39.0,297.000006,0.0017125,0.005206,True
20,114,0.6,5,10,30.0,42.0,282.000003,0.0009724,0.0023214,True
20,114,0.6,5,10,66.0,47.0,299.0,0.0011187,0.0023711,False
20,114,0.6,5,10,16.0,41.0,305.0,0.0008078,0.0018941,True
20,114,0.6,5,10,20.0,39.0,283.0,0.001081,0.0020704,True
20,114,0.6,5,10,42.0,45.0,294.00001,0.0012463,0.002601,True
20,114,0.6,5,10,41.0,49.0,317.000004,0.0010407,0.0022406,True
20,114,0.6,5,10,32.0,49.0,285.000006,0.0013299,0.0024177,True
20,114,0.6,5,10,40.0,46.0,314.0,0.0010292,0.0034539,True
20,114,0.6,5,10,77.0,57.0,312.0,0.0011289,0.0025215,False
20,114,0.6,5,10,21.0,42.0,282.0,0.0012785,0.0019456,True
20,114,0.6,5,10,30.0,47.0,289.0,0.0016817,0.0024944,True
20,114,0.6,5,10,29.0,35.0,294.0,0.001131,0.0024148,True
20,114,0.6,10,50,170.0,141.0,1164.0,0.0010009,0.0022977,False
20,114,0.6,10,50,183.0,156.0,1209.0,0.001149,0.0023799,False
20,114,0.6,10,50,95.0,131.0,1243.0,0.001204,0.0029281,True
20,114,0.6,10,50,81.0,128.0,1258.0,0.0011807,0.0031459,True
20,114,0.6,10,50,70.0,127.0,1141.0,0.0014453,0.0031099,True
20,114,0.6,10,50,192.0,133.0,1200.000002,0.0013924,0.0065198,False
20,114,0.6,10,50,154.0,104.0,1194.0,0.0008363,0.0017817,False
20,114,0.6,10,50,65.0,144.0,1256.000003,0.0017469,0.0089342,True
20,114,0.6,10,50,78.0,104.0,1158.0,0.0009877,0.0021121,True
20,114,0.6,10,50,85.0,181.0,1267.0,0.001312,0.0028821,True
20,114,0.6,10,50,84.0,173.0,1076.0,0.0011093,0.003118,True
20,114,0.6,10,50,191.0,157.0,1136.000003,0.0021067,0.0047932,False
20,114,0.6,10,50,98.0,142.0,1079.0,0.0009185,0.002083,True
20,114,0.6,10,50,97.0,180.0,1193.0,0.0018498,0.0045885,True
20,114,0.6,10,50,150.0,135.0,1248.0,0.0018669,0.0043226,False
30,43,0.1,1,5,8.0,6.0,13.0,0.0006159,0.002105,False
30,43,0.1,1,5,3.0,6.0,12.0,0.0009765,0.0021789,True
30,43,0.1,1,5,2.0,3.0,11.0,0.0010336,0.0022824,True
30,43,0.1,1,5,1.0,4.0,10.0,0.0008727,0.0020499,True
30,43,0.1,1,5,7.0,3.0,12.000004,0.0011757,0.0020707,False
30,43,0.1,1,5,7.0,6.0,16.0,0.0013218,0.0031491,False
30,43,0.1,1,5,7.0,9.0,14.0,0.0012096,0.0021834,True
30,43,0.1,1,5,2.0,4.0,10.0,0.0010799,0.002153,True
30,43,0.1,1,5,1.0,3.0,9.0,0.0009346,0.0021102,True
30,43,0.1,1,5,2.0,2.0,10.0,0.001025,0.002583,False
30,43,0.1,1,5,2.0,2.0,8.0,0.0011123,0.0022548,False
30,43,0.1,1,5,6.0,4.0,13.0,0.0012169,0.0022795,False
30,43,0.1,1,5,5.0,7.0,15.000001,0.0010565,0.0022109,True
30,43,0.1,1,5,8.0,8.0,13.0,0.0012004,0.0021631,False
30,43,0.1,1,5,2.0,6.0,12.000003,0.0009962,0.0021594,True
30,43,0.1,5,10,7.0,10.0,28.0,0.0011607,0.0023967,True
30,43,0.1,5,10,2.0,6.0,23.0,0.0009661,0.0035587,True
30,43,0.1,5,10,3.0,2.0,16.0,0.0006806,0.0017986,False
30,43,0.1,5,10,3.0,14.0,24.0,0.000964,0.002018,True
30,43,0.1,5,10,22.0,20.0,32.0,0.0011156,0.0022451,False
30,43,0.1,5,10,12.0,11.0,26.0,0.0009445,0.0027158,False
30,43,0.1,5,10,8.0,15.0,33.000004,0.0010528,0.0022885,True
30,43,0.1,5,10,8.0,12.0,31.000003,0.0010225,0.002195,True
30,43,0.1,5,10,9.0,8.0,27.0,0.0006112,0.0010491,False
30,43,0.1,5,10,18.0,12.0,34.0,0.0012526,0.0024238,False
30,43,0.1,5,10,3.0,8.0,24.0,0.0010549,0.0023406,True
30,43,0.1,5,10,2.0,16.0,29.0,0.0006848,0.0015693,True
30,43,0.1,5,10,15.0,11.0,23.0,0.0010767,0.0021342,False
30,43,0.1,5,10,25.0,21.0,35.000001,0.0010039,0.0022094,False
30,43,0.1,5,10,2.0,6.0,24.000004,0.001028,0.0023551,True
30,43,0.1,10,50,38.0,40.0,129.0,0.0011376,0.0024577,True
30,43,0.1,10,50,23.0,17.0,91.0,0.0006481,0.0032831,False
30,43,0.1,10,50,40.0,63.0,115.0,0.0010737,0.0024249,True
30,43,0.1,10,50,3.0,29.0,98.0,0.0011224,0.0026353,True
30,43,0.1,10,50,13.0,14.0,81.0,0.0005659,0.0014356,True
30,43,0.1,10,50,32.0,37.0,101.0,0.0012816,0.0029251,True
30,43,0.1,10,50,34.0,72.0,116.0,0.001033,0.0015723,True
30,43,0.1,10,50,5.0,11.0,76.0,0.0012463,0.0025366,True
30,43,0.1,10,50,42.0,51.0,106.0,0.0012826,0.0026334,True
30,43,0.1,10,50,67.0,64.0,101.0,0.0010364,0.0028642,False
30,43,0.1,10,50,48.0,59.0,100.0,0.0011164,0.0021532,True
30,43,0.1,10,50,30.0,50.0,92.0,0.0010851,0.0025474,True
30,43,0.1,10,50,17.0,28.0,84.0,0.0011225,0.002026,True
30,43,0.1,10,50,13.0,27.0,81.0,0.0011302,0.0024633,True
30,43,0.1,10,50,29.0,32.0,111.000496,0.0013283,0.002805,True
30,65,0.15,1,5,4.0,7.0,34.0,0.0011655,0.0029251,True
30,65,0.15,1,5,3.0,4.0,27.000005,0.0012108,0.002832,True
30,65,0.15,1,5,8.0,14.0,36.000005,0.000698,0.0027739,True
30,65,0.15,1,5,9.0,5.0,30.000004,0.001158,0.0028661,False
